incident_id,individual_charge,date,time,narrative,pdf,multiple_suspects
201211001409,att robbery,12/11/20,21:42,"R/O observed an individual matching the description of a Suspect involved in an attempted robbery and armed carjacking in the 400 block of Fourth Street, SE. R/O located and detained the Suspect without incident. A show-up resulted in a positive identification. The Suspect was placed under arrest and transported to Headquarters for processing. CSS responded and processed the scene. CIS responded and will continue to investigate.",Arrest%20Summary%2012-10-20_12-16-20.pdf,FALSE
201211001409,armed carjacking,12/11/20,21:42,"R/O observed an individual matching the description of a Suspect involved in an attempted robbery and armed carjacking in the 400 block of Fourth Street, SE. R/O located and detained the Suspect without incident. A show-up resulted in a positive identification. The Suspect was placed under arrest and transported to Headquarters for processing. CSS responded and processed the scene. CIS responded and will continue to investigate.",Arrest%20Summary%2012-10-20_12-16-20.pdf,FALSE
201203001385,unlawful entry - misdemeanor,12/3/20,1:05,"R/O, while assigned to a special event located in the 400 block of New Jersey Avenue, NW, observed the on-site Security advise the Suspect to not enter the establishment and to leave the property. The Suspect refused the order to leave the premises. The Suspect was placed under arrest and transported to Headquarters for processing.",Arrest%20Summary%2012-3-20_12-9-20.pdf,FALSE
201123001362,unlawful entry - misdemeanor,11/23/20,19:57,"R/O observed an individual entering a restricted area near the Senate Carriage of the U.S. Capitol Building. R/O stopped the Suspect at the same location and advised them to leave the area or be subject to arrest; the Suspect failed to comply. A WALES/NCIC check revealed the Suspect was subject to two misdemeanor bench warrants issued through the Superior Court of the District of Columbia. The Suspect was placed under arrest and transported to Headquarters for processing. CSS responded and processed the scene. While at processing, the Suspect threatened officers and caused damage in the holding cell.",Arrest%20Summary%2011-19-20_11-25-20.pdf,FALSE
201123001362,bench warrant - misdemeanor,11/23/20,19:57,"R/O observed an individual entering a restricted area near the Senate Carriage of the U.S. Capitol Building. R/O stopped the Suspect at the same location and advised them to leave the area or be subject to arrest; the Suspect failed to comply. A WALES/NCIC check revealed the Suspect was subject to two misdemeanor bench warrants issued through the Superior Court of the District of Columbia. The Suspect was placed under arrest and transported to Headquarters for processing. CSS responded and processed the scene. While at processing, the Suspect threatened officers and caused damage in the holding cell.",Arrest%20Summary%2011-19-20_11-25-20.pdf,FALSE
201123001362,threats to injure - felony,11/23/20,19:57,"R/O observed an individual entering a restricted area near the Senate Carriage of the U.S. Capitol Building. R/O stopped the Suspect at the same location and advised them to leave the area or be subject to arrest; the Suspect failed to comply. A WALES/NCIC check revealed the Suspect was subject to two misdemeanor bench warrants issued through the Superior Court of the District of Columbia. The Suspect was placed under arrest and transported to Headquarters for processing. CSS responded and processed the scene. While at processing, the Suspect threatened officers and caused damage in the holding cell.",Arrest%20Summary%2011-19-20_11-25-20.pdf,FALSE
201123001362,disorderly conduct - misd,11/23/20,19:57,"R/O observed an individual entering a restricted area near the Senate Carriage of the U.S. Capitol Building. R/O stopped the Suspect at the same location and advised them to leave the area or be subject to arrest; the Suspect failed to comply. A WALES/NCIC check revealed the Suspect was subject to two misdemeanor bench warrants issued through the Superior Court of the District of Columbia. The Suspect was placed under arrest and transported to Headquarters for processing. CSS responded and processed the scene. While at processing, the Suspect threatened officers and caused damage in the holding cell.",Arrest%20Summary%2011-19-20_11-25-20.pdf,FALSE
201120001359,traffic - dui refusal,11/20/20,22:21,"R/O observed an individual exiting their vehicle and behaving disorderly in the roadway at the intersection of Second and C Streets, NE. A traffic stop was conducted in the same location. R/O observed an opened alcoholic beverage inside the vehicle, and detected an odor of an alcoholic beverage emitting from the Suspect's breath. A WALES/NCIC check revealed the Suspect had no valid permit in the District of Columbia, Maryland, or Virginia. The Suspect was placed under arrest and transported to Headquarters for processing where they refused SFSTs.",Arrest%20Summary%2011-19-20_11-25-20.pdf,FALSE
201120001359,traffic - permit-no valid,11/20/20,22:21,"R/O observed an individual exiting their vehicle and behaving disorderly in the roadway at the intersection of Second and C Streets, NE. A traffic stop was conducted in the same location. R/O observed an opened alcoholic beverage inside the vehicle, and detected an odor of an alcoholic beverage emitting from the Suspect's breath. A WALES/NCIC check revealed the Suspect had no valid permit in the District of Columbia, Maryland, or Virginia. The Suspect was placed under arrest and transported to Headquarters for processing where they refused SFSTs.",Arrest%20Summary%2011-19-20_11-25-20.pdf,FALSE
201120001359,poss open container of alcohol - vehicle,11/20/20,22:21,"R/O observed an individual exiting their vehicle and behaving disorderly in the roadway at the intersection of Second and C Streets, NE. A traffic stop was conducted in the same location. R/O observed an opened alcoholic beverage inside the vehicle, and detected an odor of an alcoholic beverage emitting from the Suspect's breath. A WALES/NCIC check revealed the Suspect had no valid permit in the District of Columbia, Maryland, or Virginia. The Suspect was placed under arrest and transported to Headquarters for processing where they refused SFSTs.",Arrest%20Summary%2011-19-20_11-25-20.pdf,FALSE
201120001359,disorderly conduct - misd,11/20/20,22:21,"R/O observed an individual exiting their vehicle and behaving disorderly in the roadway at the intersection of Second and C Streets, NE. A traffic stop was conducted in the same location. R/O observed an opened alcoholic beverage inside the vehicle, and detected an odor of an alcoholic beverage emitting from the Suspect's breath. A WALES/NCIC check revealed the Suspect had no valid permit in the District of Columbia, Maryland, or Virginia. The Suspect was placed under arrest and transported to Headquarters for processing where they refused SFSTs.",Arrest%20Summary%2011-19-20_11-25-20.pdf,FALSE
201118001354,resisting arrest,11/18/20,14:01,"R/O was approached by the Suspect while on post at the corner of Second and D Streets, NE. The Suspect began shouting threats and poked R/O in the chest with his pointer finger. Four additional officers arrived on scene to assist R/O in detaining the Suspect as he shoved, kicked, and actively resisted arrest. Four officers were assaulted during the incident, with one requiring medical treatment. The Suspect was placed under arrest and transported by DC Fire to the hospital. CSS responded to process the scene.",Arrest%20Summary%2011-19-20_11-25-20.pdf,FALSE
201118001354,assault on a police officer - misdemeanor,11/18/20,14:01,"R/O was approached by the Suspect while on post at the corner of Second and D Streets, NE. The Suspect began shouting threats and poked R/O in the chest with his pointer finger. Four additional officers arrived on scene to assist R/O in detaining the Suspect as he shoved, kicked, and actively resisted arrest. Four officers were assaulted during the incident, with one requiring medical treatment. The Suspect was placed under arrest and transported by DC Fire to the hospital. CSS responded to process the scene.",Arrest%20Summary%2011-19-20_11-25-20.pdf,FALSE
201118001354,threats to do bodily harm-misd,11/18/20,14:01,"R/O was approached by the Suspect while on post at the corner of Second and D Streets, NE. The Suspect began shouting threats and poked R/O in the chest with his pointer finger. Four additional officers arrived on scene to assist R/O in detaining the Suspect as he shoved, kicked, and actively resisted arrest. Four officers were assaulted during the incident, with one requiring medical treatment. The Suspect was placed under arrest and transported by DC Fire to the hospital. CSS responded to process the scene.",Arrest%20Summary%2011-19-20_11-25-20.pdf,FALSE
201118001354,assault on a police officer - misdemeanor,11/18/20,14:01,"R/O was approached by the Suspect while on post at the corner of Second and D Streets, NE. The Suspect began shouting threats and poked R/O in the chest with his pointer finger. Four additional officers arrived on scene to assist R/O in detaining the Suspect as he shoved, kicked, and actively resisted arrest. Four officers were assaulted during the incident, with one requiring medical treatment. The Suspect was placed under arrest and transported by DC Fire to the hospital. CSS responded to process the scene.",Arrest%20Summary%2011-19-20_11-25-20.pdf,FALSE
201117001347,traffic - permit-no valid,11/17/20,13:50,"R/O observed a vehicle traveling westbound in the 100 block of Independence Avenue, SW, bearing no vehicle tags or registration. A traffic stop was conducted in the 400 block of Independence Avenue, SW. A WALES/NCIC check revealed the Suspect had no valid permit issued through the District of Columbia, Virginia, or Maryland. The Suspect was placed under arrest and transported to Headquarters for processing.",Arrest%20Summary%2011-13-20_11-18-20.pdf,FALSE
201114001340,poca,11/15/20,0:14,"R/O observed a vehicle driving erratically while traveling eastbound in the 200 block of Second Street, NE. A traffic stop was conducted in the unit block of Second Street, NE. A WALES/NCIC check of the driver revealed the Suspect's District of Columbia driver's license was revoked. During an administrative search of the Suspect and their vehicle, a small bag containing white powder and rock- like substances; a hand-rolled cigar with an odor consistent with PCP; a clear glass pipe, and an open alcoholic beverage were found. The substances in the small bag were field tested, which resulted in a positive test for cocaine. The Suspect was placed under arrest and transported to Headquarters for processing.",Arrest%20Summary%2011-13-20_11-18-20.pdf,FALSE
201114001340,poss. of drug paraphernalia,11/15/20,0:14,"R/O observed a vehicle driving erratically while traveling eastbound in the 200 block of Second Street, NE. A traffic stop was conducted in the unit block of Second Street, NE. A WALES/NCIC check of the driver revealed the Suspect's District of Columbia driver's license was revoked. During an administrative search of the Suspect and their vehicle, a small bag containing white powder and rock- like substances; a hand-rolled cigar with an odor consistent with PCP; a clear glass pipe, and an open alcoholic beverage were found. The substances in the small bag were field tested, which resulted in a positive test for cocaine. The Suspect was placed under arrest and transported to Headquarters for processing.",Arrest%20Summary%2011-13-20_11-18-20.pdf,FALSE
201114001340,"ucsa cocaine, pcp",11/15/20,0:14,"R/O observed a vehicle driving erratically while traveling eastbound in the 200 block of Second Street, NE. A traffic stop was conducted in the unit block of Second Street, NE. A WALES/NCIC check of the driver revealed the Suspect's District of Columbia driver's license was revoked. During an administrative search of the Suspect and their vehicle, a small bag containing white powder and rock- like substances; a hand-rolled cigar with an odor consistent with PCP; a clear glass pipe, and an open alcoholic beverage were found. The substances in the small bag were field tested, which resulted in a positive test for cocaine. The Suspect was placed under arrest and transported to Headquarters for processing.",Arrest%20Summary%2011-13-20_11-18-20.pdf,FALSE
201114001338,assault - simple - misdemeanor,11/14/20,15:45,"R/O observed the Suspect deploy what appeared to be pepper spray at a group in the 200 block of Second Street, NW, injuring two individuals. The Suspect fled the scene but was apprehended in the Headquarters for processing.",Arrest%20Summary%2011-13-20_11-18-20.pdf,FALSE
201109001316,resisting arrest,11/9/20,8:09,"R/O was standing at Independence and Washington Avenues, SW, when an individual approached him with a heavy chain in his hand, and began walking and acting aggressively toward R/O. The Suspect continued walking westbound on Independence Avenue, and a lookout was broadcast. The Suspect was stopped by R/O-2 and R/O-3 in the 300 block of Independence Avenue, SW. The Suspect actively resisted when R/Os attempted to take control of the chain. The Suspect was placed under arrest and transported to Headquarters for processing. CSS processed the weapon.",Arrest%20Summary%2011-5-20_11-12-20.pdf,FALSE
201109001316,cdw - other weapon,11/9/20,8:09,"R/O was standing at Independence and Washington Avenues, SW, when an individual approached him with a heavy chain in his hand, and began walking and acting aggressively toward R/O. The Suspect continued walking westbound on Independence Avenue, and a lookout was broadcast. The Suspect was stopped by R/O-2 and R/O-3 in the 300 block of Independence Avenue, SW. The Suspect actively resisted when R/Os attempted to take control of the chain. The Suspect was placed under arrest and transported to Headquarters for processing. CSS processed the weapon.",Arrest%20Summary%2011-5-20_11-12-20.pdf,FALSE
201109001316,assault on a police officer - misdemeanor,11/9/20,8:09,"R/O was standing at Independence and Washington Avenues, SW, when an individual approached him with a heavy chain in his hand, and began walking and acting aggressively toward R/O. The Suspect continued walking westbound on Independence Avenue, and a lookout was broadcast. The Suspect was stopped by R/O-2 and R/O-3 in the 300 block of Independence Avenue, SW. The Suspect actively resisted when R/Os attempted to take control of the chain. The Suspect was placed under arrest and transported to Headquarters for processing. CSS processed the weapon.",Arrest%20Summary%2011-5-20_11-12-20.pdf,FALSE
201109001316,possess prohibited weapon,11/9/20,8:09,"R/O was standing at Independence and Washington Avenues, SW, when an individual approached him with a heavy chain in his hand, and began walking and acting aggressively toward R/O. The Suspect continued walking westbound on Independence Avenue, and a lookout was broadcast. The Suspect was stopped by R/O-2 and R/O-3 in the 300 block of Independence Avenue, SW. The Suspect actively resisted when R/Os attempted to take control of the chain. The Suspect was placed under arrest and transported to Headquarters for processing. CSS processed the weapon.",Arrest%20Summary%2011-5-20_11-12-20.pdf,FALSE
201109001318,traffic - dui alcohol or drugs,11/9/20,21:36,"R/O observed a vehicle operating in an unusual manner in the 400 block of South Capitol Street, SE. R/O conducted a traffic stop in the same location. Upon speaking with the Suspect, R/O detected an odor of an alcoholic beverage emitting from the Suspect's breath. The Suspect refused SFSTs, and during the arrest, the Suspect actively resisted the R/O. The Suspect was placed under arrest and transported to Headquarters for processing.",Arrest%20Summary%2011-5-20_11-12-20.pdf,FALSE
201109001318,resisting arrest,11/9/20,21:36,"R/O observed a vehicle operating in an unusual manner in the 400 block of South Capitol Street, SE. R/O conducted a traffic stop in the same location. Upon speaking with the Suspect, R/O detected an odor of an alcoholic beverage emitting from the Suspect's breath. The Suspect refused SFSTs, and during the arrest, the Suspect actively resisted the R/O. The Suspect was placed under arrest and transported to Headquarters for processing.",Arrest%20Summary%2011-5-20_11-12-20.pdf,FALSE
201109001317,unlawful entry - misdemeanor,11/9/20,10:10,"R/O observed an individual attempting to enter a marked, unauthorized area on the Lower West Terrace of the U.S. Capitol Building. R/O advised the Suspect not to cross the fence line, and the Suspect proceeded to cross three marked, authorized access only fence lines. The Suspect was placed under arrest and transported to Headquarters for processing.",Arrest%20Summary%2011-5-20_11-12-20.pdf,FALSE
201105001306,defacing government property - misdemeanor,11/5/20,11:26,"R/O responded to the 200 block of Pennsylvania Avenue, SE, for a report of vandalism. R/O observed an individual matching the description of a lookout in the 100 block of Independence Avenue, SE, and stopped the Suspect. A show-up was conducted and resulted in a positive identification. The Suspect was placed under arrest and transported to Headquarters for processing.",Arrest%20Summary%2011-5-20_11-12-20.pdf,FALSE
201028001283,traffic - dui alcohol or drugs,10/28/20,0:56,"R/O responded to the 200 block of Constitution Avenue, NW, for the report of a vehicle crash. During the investigation, R/O detected an odor of an alcoholic beverage emitting from the Suspect's breath. SFSTs were conducted and, due to numerous signs of impairment, the Suspect was placed under arrest and transported to Headquarters for processing.",Arrest%20Summary%2010-22-20_10-28-20.pdf,FALSE
201028001283,"traffic - permit - no valid at approximately 0028 hours,",10/28/20,0:56,"R/O responded to the 200 block of Constitution Avenue, NW, for the report of a vehicle crash. During the investigation, R/O detected an odor of an alcoholic beverage emitting from the Suspect's breath. SFSTs were conducted and, due to numerous signs of impairment, the Suspect was placed under arrest and transported to Headquarters for processing.",Arrest%20Summary%2010-22-20_10-28-20.pdf,FALSE
201028001283,traffic - permit-no valid,10/28/20,0:56,"R/O responded to the 200 block of Constitution Avenue, NW, for the report of a vehicle crash. During the investigation, R/O detected an odor of an alcoholic beverage emitting from the Suspect's breath. SFSTs were conducted and, due to numerous signs of impairment, the Suspect was placed under arrest and transported to Headquarters for processing.",Arrest%20Summary%2010-22-20_10-28-20.pdf,FALSE
201027001281,theft ii,10/27/20,12:43,"R/O was approached by the Complainant at Second and D Streets, SE, who pointed out an individual they claimed stole items from a store located in the 400 block of First Street, SE. R/O attempted to stop the individual, who refused to stop, and continued walking northbound on Second Street, SE. The Suspect then began to run and, after a brief foot pursuit, R/O detained the Suspect. A show-up was conducted in the 300 block of Pennsylvania Avenue, SE, which resulted in a positive identification of the Suspect. The Suspect was placed under arrest and transported to Headquarters for processing. CSS responded and processed the scene.",Arrest%20Summary%2010-22-20_10-28-20.pdf,FALSE
201025001275,traffic - dui alcohol or drugs,10/25/20,19:48,"At approximately 1917 hours, R/O observed a vehicle backed over a curb and into a retaining wall in the 300 block of Massachusetts Avenue, NE. Upon approach, R/O observed the Suspect behind the wheel with the vehicle running. While exiting the vehicle, the Suspect was unsteady and staggering, and R/O detected an odor of an alcoholic beverage emitting from the Suspect. Due to numerous signs of impairment, and the refusal to submit to Standard Field Sobriety Tests, the Suspect was placed under arrest and transported to Headquarters for processing. CSS responded and processed the scene.",Arrest%20Summary%2010-22-20_10-28-20.pdf,FALSE
201025001275,"at approximately 1917 hours,",10/25/20,19:48,"At approximately 1917 hours, R/O observed a vehicle backed over a curb and into a retaining wall in the 300 block of Massachusetts Avenue, NE. Upon approach, R/O observed the Suspect behind the wheel with the vehicle running. While exiting the vehicle, the Suspect was unsteady and staggering, and R/O detected an odor of an alcoholic beverage emitting from the Suspect. Due to numerous signs of impairment, and the refusal to submit to Standard Field Sobriety Tests, the Suspect was placed under arrest and transported to Headquarters for processing. CSS responded and processed the scene.",Arrest%20Summary%2010-22-20_10-28-20.pdf,FALSE
201024001272,uuv - felony,10/24/20,16:06,"At approximately 1534 hours, R/O attempted to stop a vehicle that was wanted by the Metropolitan Police Department (MPD) for multiple felony crimes that involved weapons. The suspect vehicle attempted to flee, however it became disabled when it struck another vehicle in the 400 block of Eleventh Street, SE. The five occupants of the vehicle attempted to flee on foot, but were stopped and arrested by USCP officers with the assistance of MPD officers. CSS responded and processed multiple scenes. An NCIC/VCIN check of the VIN, conducted by USCP Communications, revealed the vehicle was listed as stolen out of Fairfax County, Virginia.",Arrest%20Summary%2010-22-20_10-28-20.pdf,FALSE
201024001272,uuv passenger,10/24/20,16:06,"At approximately 1534 hours, R/O attempted to stop a vehicle that was wanted by the Metropolitan Police Department (MPD) for multiple felony crimes that involved weapons. The suspect vehicle attempted to flee, however it became disabled when it struck another vehicle in the 400 block of Eleventh Street, SE. The five occupants of the vehicle attempted to flee on foot, but were stopped and arrested by USCP officers with the assistance of MPD officers. CSS responded and processed multiple scenes. An NCIC/VCIN check of the VIN, conducted by USCP Communications, revealed the vehicle was listed as stolen out of Fairfax County, Virginia.",Arrest%20Summary%2010-22-20_10-28-20.pdf,FALSE
201024001272,carrying a pistol w/o a license - felony,10/24/20,16:06,"At approximately 1534 hours, R/O attempted to stop a vehicle that was wanted by the Metropolitan Police Department (MPD) for multiple felony crimes that involved weapons. The suspect vehicle attempted to flee, however it became disabled when it struck another vehicle in the 400 block of Eleventh Street, SE. The five occupants of the vehicle attempted to flee on foot, but were stopped and arrested by USCP officers with the assistance of MPD officers. CSS responded and processed multiple scenes. An NCIC/VCIN check of the VIN, conducted by USCP Communications, revealed the vehicle was listed as stolen out of Fairfax County, Virginia.",Arrest%20Summary%2010-22-20_10-28-20.pdf,FALSE
201024001272,possession of unregistered ammunition,10/24/20,16:06,"At approximately 1534 hours, R/O attempted to stop a vehicle that was wanted by the Metropolitan Police Department (MPD) for multiple felony crimes that involved weapons. The suspect vehicle attempted to flee, however it became disabled when it struck another vehicle in the 400 block of Eleventh Street, SE. The five occupants of the vehicle attempted to flee on foot, but were stopped and arrested by USCP officers with the assistance of MPD officers. CSS responded and processed multiple scenes. An NCIC/VCIN check of the VIN, conducted by USCP Communications, revealed the vehicle was listed as stolen out of Fairfax County, Virginia.",Arrest%20Summary%2010-22-20_10-28-20.pdf,FALSE
201024001272,possession of unregistered firearm,10/24/20,16:06,"At approximately 1534 hours, R/O attempted to stop a vehicle that was wanted by the Metropolitan Police Department (MPD) for multiple felony crimes that involved weapons. The suspect vehicle attempted to flee, however it became disabled when it struck another vehicle in the 400 block of Eleventh Street, SE. The five occupants of the vehicle attempted to flee on foot, but were stopped and arrested by USCP officers with the assistance of MPD officers. CSS responded and processed multiple scenes. An NCIC/VCIN check of the VIN, conducted by USCP Communications, revealed the vehicle was listed as stolen out of Fairfax County, Virginia.",Arrest%20Summary%2010-22-20_10-28-20.pdf,FALSE
201024001272,possession of unregistered firearm / unlawful possession of a,10/24/20,16:06,"At approximately 1534 hours, R/O attempted to stop a vehicle that was wanted by the Metropolitan Police Department (MPD) for multiple felony crimes that involved weapons. The suspect vehicle attempted to flee, however it became disabled when it struck another vehicle in the 400 block of Eleventh Street, SE. The five occupants of the vehicle attempted to flee on foot, but were stopped and arrested by USCP officers with the assistance of MPD officers. CSS responded and processed multiple scenes. An NCIC/VCIN check of the VIN, conducted by USCP Communications, revealed the vehicle was listed as stolen out of Fairfax County, Virginia.",Arrest%20Summary%2010-22-20_10-28-20.pdf,FALSE
201024001272,possession of unregistered,10/24/20,16:06,"At approximately 1534 hours, R/O attempted to stop a vehicle that was wanted by the Metropolitan Police Department (MPD) for multiple felony crimes that involved weapons. The suspect vehicle attempted to flee, however it became disabled when it struck another vehicle in the 400 block of Eleventh Street, SE. The five occupants of the vehicle attempted to flee on foot, but were stopped and arrested by USCP officers with the assistance of MPD officers. CSS responded and processed multiple scenes. An NCIC/VCIN check of the VIN, conducted by USCP Communications, revealed the vehicle was listed as stolen out of Fairfax County, Virginia.",Arrest%20Summary%2010-22-20_10-28-20.pdf,FALSE
201022001268,"crowding, obstructing, or incommoding dc code 22-1307",10/22/20,8:50,"R/O observed multiple Suspects disrupting building operations by chanting, sitting down, and blocking passage into and out of the Dirksen Senate Office Building. The Suspects were warned to cease and desist with their unlawful demonstration activities, but they failed to do so. Six Suspects were placed under arrest and processed on scene.",Arrest%20Summary%2010-22-20_10-28-20.pdf,TRUE
201020001263,uuv - felony,10/20/20,21:34,"While on patrol in the 500 block of North Capitol Street, NW, R/O and R/O-2 observed a vehicle matching the description of an LPR hit for a stolen vehicle. USCP Communications confirmed the vehicle was stolen, and a traffic stop was conducted in the unit block of Louisiana Avenue, NE. A WALES/NCIC check of the driver revealed 12 active warrants from Fauquier County Sheriff's Office. A WALES/NCIC check of the passenger revealed one active warrant from Prince William County Sheriff's Office. Both Suspects were placed under arrest and transported to Headquarters for processing. CSS responded to process the vehicle.",Arrest%20Summary%2010-15-20_10-21-20.pdf,TRUE
201020001263,fugitive from justice,10/20/20,21:34,"While on patrol in the 500 block of North Capitol Street, NW, R/O and R/O-2 observed a vehicle matching the description of an LPR hit for a stolen vehicle. USCP Communications confirmed the vehicle was stolen, and a traffic stop was conducted in the unit block of Louisiana Avenue, NE. A WALES/NCIC check of the driver revealed 12 active warrants from Fauquier County Sheriff's Office. A WALES/NCIC check of the passenger revealed one active warrant from Prince William County Sheriff's Office. Both Suspects were placed under arrest and transported to Headquarters for processing. CSS responded to process the vehicle.",Arrest%20Summary%2010-15-20_10-21-20.pdf,TRUE
